,datetime,temp,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex
237,2004-01-30T21:00:00,4.3,1.3,81.16,0.0,0.0,,0.0,0.0,27.0,199.0,1001.0,81.4,,,
238,2004-01-30T22:00:00,4.7,2.2,84.04,0.0,0.0,,,0.0,27.1,211.0,1001.2,92.4,,,
239,2004-01-30T23:00:00,5.1,3.6,89.94,0.0,0.0,,0.0,0.0,27.5,212.0,1000.0,92.9,,,
240,2004-01-31T00:00:00,5.7,4.4,91.03,0.552,100.0,rain,0.0,0.0,29.4,210.0,999.0,96.7,,,
241,2004-01-31T01:00:00,6.3,5.1,92.44,0.0,0.0,,0.0,0.0,28.2,211.0,999.0,98.7,,,
242,2004-01-31T02:00:00,6.9,5.7,91.87,0.0,0.0,,0.0,0.0,25.7,212.0,998.0,98.7,,,
243,2004-01-31T03:00:00,7.3,6.2,92.59,0.0,0.0,,0.0,0.0,24.7,206.0,,80.0,,,
244,2004-01-31T04:00:00,7.9,6.6,91.06,0.0,0.0,,0.0,0.0,23.4,206.0,997.0,74.8,,,
245,2004-01-31T05:00:00,7.7,6.9,94.11,0.0,0.0,,0.0,0.0,22.9,194.0,995.9,71.9,,,
246,2004-01-31T06:00:00,7.8,6.9,93.61,2.243,100.0,rain,0.0,0.0,23.7,190.0,993.9,69.6,,,
247,2004-01-31T07:00:00,8.1,7.2,93.99,0.0,0.0,,0.0,0.0,30.2,190.0,992.9,90.0,,,
248,2004-01-31T08:00:00,9.0,7.6,91.06,0.0,0.0,,0.0,0.0,35.9,198.0,992.7,94.3,,,
249,2004-01-31T09:00:00,9.3,7.9,90.69,0.0,0.0,,0.0,0.0,41.7,205.0,991.6,94.1,,,
250,2004-01-31T10:00:00,9.7,8.0,89.11,0.0,0.0,,0.0,0.0,46.6,209.0,990.8,92.4,,,
251,2004-01-31T11:00:00,9.7,8.1,89.72,0.0,0.0,,0.0,0.0,43.0,210.0,989.8,92.4,,,
252,2004-01-31T12:00:00,10.1,8.4,89.49,4.163,100.0,rain,0.0,0.0,42.4,212.0,988.7,97.2,,,
253,2004-01-31T13:00:00,10.5,9.0,90.06,0.0,0.0,,0.0,0.0,43.6,213.0,987.9,97.2,,,
254,2004-01-31T14:00:00,11.3,9.2,87.24,0.0,0.0,,0.0,0.0,41.1,215.0,986.9,95.6,,,
255,2004-01-31T15:00:00,11.1,9.1,87.18,0.0,0.0,,0.0,0.0,52.6,216.0,984.1,86.2,,,
256,2004-01-31T16:00:00,11.1,8.3,82.98,0.0,0.0,,0.0,0.0,43.4,230.0,986.3,88.3,,,
257,2004-01-31T17:00:00,10.9,8.0,82.1,0.0,0.0,,0.0,0.0,50.9,247.0,988.4,88.3,,,
258,2004-01-31T18:00:00,10.8,6.5,75.23,0.0,0.0,,0.0,0.0,52.9,243.0,989.2,92.6,,,
259,2004-01-31T19:00:00,10.9,6.0,71.56,0.0,0.0,,0.0,0.0,54.8,245.0,990.2,90.0,,,
260,2004-01-31T20:00:00,11.1,5.9,70.52,0.0,0.0,,0.0,0.0,54.5,250.0,992.1,93.2,,,
261,2004-01-31T21:00:00,11.4,5.8,68.27,0.0,0.0,,0.0,0.0,58.3,255.0,993.5,92.8,,,
262,2004-01-31T22:00:00,11.5,5.7,67.8,0.0,0.0,,0.0,0.0,52.5,256.0,996.6,86.3,,,
263,2004-01-31T23:00:00,11.0,5.8,70.26,0.0,0.0,,0.0,0.0,46.4,265.0,999.0,85.2,,,
264,2004-02-01T00:00:00,10.7,5.7,71.25,0.0,0.0,,0.0,0.0,39.0,260.0,1001.6,78.8,,,
265,2004-02-01T01:00:00,10.5,6.2,74.69,0.0,0.0,,0.0,0.0,34.2,253.0,1003.3,54.4,,,
266,2004-02-01T02:00:00,10.0,7.6,85.2,0.0,0.0,,0.0,0.0,22.2,238.0,1003.3,84.4,,,
267,2004-02-01T03:00:00,9.8,8.7,92.92,0.0,0.0,,0.0,0.0,20.5,230.0,1004.1,71.1,,,
268,2004-02-01T04:00:00,10.0,8.8,92.36,0.0,0.0,,,0.0,21.4,243.0,1004.1,57.1,,,
269,2004-02-01T05:00:00,10.1,8.6,90.5,0.0,0.0,,0.0,0.0,22.2,242.0,1004.1,,,,
270,2004-02-01T06:00:00,9.6,7.6,87.15,1.343,100.0,rain,0.0,,29.1,243.0,1005.7,38.0,,,
271,2004-02-01T07:00:00,8.9,6.0,81.83,0.0,0.0,,0.0,0.0,26.3,251.0,1007.3,35.7,,,
272,2004-02-01T08:00:00,8.7,5.9,82.81,0.0,0.0,,0.0,0.0,,243.0,1008.7,,,,
273,2004-02-01T09:00:00,8.9,6.2,82.84,0.0,0.0,,0.0,0.0,28.2,240.0,1009.8,30.0,,,
274,2004-02-01T10:00:00,9.9,6.2,77.64,0.0,0.0,,0.0,0.0,31.2,244.0,1010.8,50.0,,,
275,2004-02-01T11:00:00,10.4,5.8,73.28,0.0,0.0,,0.0,0.0,32.8,252.0,1012.5,26.1,,,
276,2004-02-01T12:00:00,10.9,5.4,68.74,0.667,100.0,rain,0.0,0.0,34.9,252.0,1013.1,35.3,,,
277,2004-02-01T13:00:00,10.6,5.2,69.26,0.0,0.0,,0.0,0.0,29.6,245.0,1013.1,37.3,,,
278,2004-02-01T14:00:00,10.4,5.2,70.39,0.0,0.0,,0.0,0.0,25.7,235.0,1012.5,50.0,,,
279,2004-02-01T15:00:00,10.4,5.5,71.64,0.0,0.0,,0.0,0.0,24.9,218.0,1012.5,32.9,,,
280,2004-02-01T16:00:00,10.2,6.2,76.25,0.0,0.0,,0.0,0.0,23.9,,1012.1,51.2,,,
281,2004-02-01T17:00:00,10.1,7.3,82.35,0.0,0.0,,0.0,0.0,24.3,195.0,1010.1,34.2,,,
282,2004-02-01T18:00:00,9.8,8.3,90.12,0.229,100.0,rain,0.0,0.0,31.8,202.0,1009.4,56.3,,,
283,2004-02-01T19:00:00,9.9,8.5,91.14,0.0,0.0,,0.0,0.0,24.9,195.0,1007.3,63.4,,,
284,2004-02-01T20:00:00,10.0,8.4,89.96,0.0,0.0,,0.0,0.0,23.8,210.0,1007.1,,,,
285,2004-02-01T21:00:00,10.5,8.1,85.14,0.0,0.0,,0.0,0.0,26.5,235.0,1008.3,45.0,,,
286,2004-02-01T22:00:00,10.8,7.6,80.62,0.0,0.0,,0.0,0.0,37.2,252.0,1009.4,63.9,,,
287,2004-02-01T23:00:00,10.8,7.0,,0.0,0.0,,0.0,0.0,37.2,245.0,1010.8,56.3,,,
288,2004-02-02T00:00:00,10.5,6.8,77.58,1.229,100.0,rain,0.0,0.0,36.6,245.0,1011.2,65.9,,,
289,2004-02-02T01:00:00,10.3,6.9,79.07,0.0,0.0,,0.0,0.0,29.0,250.0,1012.1,62.8,,,
290,2004-02-02T02:00:00,9.9,7.1,82.57,0.0,0.0,,0.0,0.0,26.0,242.0,1011.9,86.4,,,
291,2004-02-02T03:00:00,10.1,7.3,82.75,0.0,0.0,,0.0,0.0,26.1,235.0,1012.9,68.6,,,
292,2004-02-02T04:00:00,10.1,7.6,84.61,0.0,0.0,,0.0,0.0,22.9,237.0,1011.9,81.0,,,
293,2004-02-02T05:00:00,10.0,8.3,89.12,0.0,0.0,,0.0,0.0,19.9,234.0,1013.1,70.4,,,
294,2004-02-02T06:00:00,9.9,8.9,93.78,0.0,0.0,,0.0,0.0,17.1,217.0,1013.1,78.5,,,
295,2004-02-02T07:00:00,9.8,9.2,95.78,0.0,0.0,,0.0,0.0,16.9,211.0,1012.5,81.0,,,
296,2004-02-02T08:00:00,10.3,9.8,96.74,0.0,0.0,,0.0,0.0,17.2,210.0,1013.1,88.7,,,
297,2004-02-02T09:00:00,11.2,10.3,94.13,0.0,0.0,,0.0,0.0,22.3,219.0,1013.5,92.4,,,
298,2004-02-02T10:00:00,12.0,10.7,91.99,0.0,0.0,,0.0,0.0,25.3,241.0,1014.5,77.8,,,
299,2004-02-02T11:00:00,12.6,10.4,86.58,0.0,0.0,,0.0,0.0,29.6,245.0,1016.1,90.8,,,
300,2004-02-02T12:00:00,13.2,10.7,84.88,2.682,100.0,rain,0.0,0.0,27.9,243.0,1016.5,90.0,,,
301,2004-02-02T13:00:00,13.6,10.1,79.52,0.0,0.0,,0.0,0.0,29.9,240.0,1017.2,78.7,,,
302,2004-02-02T14:00:00,13.1,9.7,79.45,0.0,0.0,,0.0,0.0,26.6,235.0,1017.2,73.0,,,
303,2004-02-02T15:00:00,12.9,9.5,79.85,0.0,0.0,,0.0,0.0,30.4,237.0,1016.9,81.3,,,
304,2004-02-02T16:00:00,12.5,8.7,77.62,0.0,0.0,,0.0,0.0,30.5,239.0,1018.2,91.7,,,
305,2004-02-02T17:00:00,12.0,8.7,80.66,0.0,0.0,,0.0,0.0,32.9,236.0,1016.9,92.0,,,
306,2004-02-02T18:00:00,11.6,8.3,80.05,0.0,0.0,,0.0,0.0,29.4,229.0,1018.2,94.1,,,
307,2004-02-02T19:00:00,11.4,8.4,81.96,0.0,0.0,,0.0,0.0,28.9,231.0,1019.2,92.4,,,
308,2004-02-02T20:00:00,11.4,8.7,83.74,0.0,0.0,,0.0,0.0,29.2,225.0,1018.6,92.9,,,
309,2004-02-02T21:00:00,11.5,9.0,85.1,0.0,0.0,,0.0,0.0,28.5,227.0,1018.6,93.8,,,
310,2004-02-02T22:00:00,11.5,9.4,86.54,0.0,0.0,,0.0,0.0,29.4,226.0,1018.6,87.1,,,
311,2004-02-02T23:00:00,11.7,9.4,86.23,0.0,0.0,,0.0,0.0,29.4,216.0,1018.2,90.0,,,
312,2004-02-03T00:00:00,11.6,9.7,87.68,0.0,0.0,,0.0,0.0,30.9,212.0,1018.2,93.8,,,
313,2004-02-03T01:00:00,11.6,10.0,89.49,0.0,0.0,,0.0,0.0,31.5,216.0,1018.2,93.8,,,
314,2004-02-03T02:00:00,12.1,10.5,89.65,0.0,0.0,,0.0,0.0,30.3,219.0,1018.0,93.8,,,
315,2004-02-03T03:00:00,12.8,10.8,87.87,0.0,0.0,,0.0,0.0,33.4,225.0,1019.0,97.7,,,
316,2004-02-03T04:00:00,12.5,11.0,90.71,0.0,0.0,,0.0,0.0,35.5,224.0,1018.2,96.7,,,
317,2004-02-03T05:00:00,12.5,11.0,90.43,0.0,0.0,,0.0,0.0,34.2,222.0,1018.2,96.7,,,
318,2004-02-03T06:00:00,12.3,11.2,92.91,0.0,0.0,,0.0,0.0,31.5,216.0,1018.2,96.7,,,
319,2004-02-03T07:00:00,12.7,11.4,92.11,0.0,0.0,,0.0,0.0,31.1,218.0,1018.2,96.7,,,
320,2004-02-03T08:00:00,12.8,11.4,90.83,0.0,0.0,,0.0,0.0,34.0,220.0,1018.2,97.2,,,
321,2004-02-03T09:00:00,12.9,10.7,86.4,0.0,0.0,,0.0,0.0,33.1,,1019.2,95.6,,,
322,2004-02-03T10:00:00,13.4,10.5,82.29,0.0,0.0,,0.0,0.0,30.4,215.0,1019.2,76.4,,,
323,2004-02-03T11:00:00,14.0,10.5,79.55,0.0,0.0,,0.0,0.0,34.1,217.0,1019.8,62.9,,,
324,2004-02-03T12:00:00,14.5,10.2,75.32,0.0,0.0,,0.0,0.0,37.7,229.0,1019.8,87.8,,,
325,2004-02-03T13:00:00,14.2,10.3,77.39,0.0,0.0,,0.0,0.0,35.7,224.0,1019.2,90.0,,,
326,2004-02-03T14:00:00,14.1,10.4,78.29,0.0,0.0,,0.0,0.0,36.3,215.0,1019.2,91.7,,,
327,2004-02-03T15:00:00,14.0,10.4,78.97,,0.0,,0.0,0.0,34.7,221.0,1019.2,96.7,,,
328,2004-02-03T16:00:00,13.7,10.0,78.42,0.0,0.0,,0.0,0.0,34.0,213.0,1019.2,84.9,,,
329,2004-02-03T17:00:00,13.3,9.1,75.87,0.0,0.0,,0.0,0.0,35.3,214.0,1018.7,90.0,,,
330,2004-02-03T18:00:00,13.5,8.4,71.57,0.0,0.0,,0.0,0.0,33.8,213.0,1018.7,67.2,,,
331,2004-02-03T19:00:00,13.8,8.3,69.42,0.0,0.0,,0.0,0.0,33.0,223.0,1019.2,87.1,,,
332,2004-02-03T20:00:00,13.8,8.6,70.73,0.0,0.0,,0.0,0.0,29.0,230.0,1019.6,84.1,,,
333,2004-02-03T21:00:00,12.8,10.0,82.76,0.0,0.0,,0.0,0.0,27.6,230.0,1020.2,73.9,,,
334,2004-02-03T22:00:00,12.6,10.6,87.66,0.0,0.0,,0.0,0.0,29.4,224.0,1021.2,94.8,,,
335,2004-02-03T23:00:00,12.5,10.4,87.21,0.0,0.0,,0.0,0.0,26.5,225.0,1021.2,90.6,,,
336,2004-02-04T00:00:00,12.5,10.6,87.69,0.167,100.0,rain,0.0,0.0,27.7,224.0,1021.2,97.2,,,
337,2004-02-04T01:00:00,12.4,10.7,89.14,0.0,0.0,,0.0,0.0,26.5,229.0,1021.6,97.2,,,
338,2004-02-04T02:00:00,12.4,10.7,89.41,0.0,0.0,,0.0,0.0,24.4,223.0,1021.2,94.1,,,
339,2004-02-04T03:00:00,12.3,10.6,89.32,0.0,0.0,,0.0,0.0,26.9,,1022.0,94.6,,,
340,2004-02-04T04:00:00,12.1,10.8,91.69,0.0,0.0,,0.0,0.0,22.4,222.0,1021.0,98.7,,,
341,2004-02-04T05:00:00,11.8,10.7,92.74,0.0,0.0,,0.0,0.0,24.1,216.0,1021.0,98.7,,,
342,2004-02-04T06:00:00,11.8,10.8,93.55,0.0,0.0,,0.0,0.0,24.6,210.0,1020.0,95.8,,,
343,2004-02-04T07:00:00,12.1,10.7,91.17,0.0,0.0,,0.0,0.0,27.0,214.0,1020.0,84.8,,,
344,2004-02-04T08:00:00,12.4,9.9,84.97,0.0,0.0,,0.0,0.0,26.4,215.0,1021.2,72.5,,,
345,2004-02-04T09:00:00,12.8,9.5,80.35,0.0,0.0,,0.0,0.0,32.8,220.0,1020.6,85.9,,,
346,2004-02-04T10:00:00,13.0,9.4,78.96,0.0,0.0,,0.0,0.0,32.3,218.0,1020.2,64.7,,,
347,2004-02-04T11:00:00,13.9,8.6,70.79,0.0,0.0,,0.0,0.0,33.4,222.0,1020.2,72.9,,,
348,2004-02-04T12:00:00,14.3,8.4,67.89,0.0,0.0,,0.0,0.0,34.2,222.0,1020.2,64.1,,,
349,2004-02-04T13:00:00,15.7,7.4,57.74,0.0,0.0,,0.0,0.0,36.0,221.0,1019.2,90.0,,,
350,2004-02-04T14:00:00,16.3,7.4,55.54,0.0,0.0,,0.0,0.0,38.6,232.0,1018.7,90.0,,,
351,2004-02-04T15:00:00,16.3,7.2,55.03,0.0,0.0,,0.0,0.0,39.1,229.0,1018.2,90.0,,,
352,2004-02-04T16:00:00,15.5,7.7,59.74,0.0,0.0,,0.0,0.0,39.5,229.0,1018.2,90.0,,,
353,2004-02-04T17:00:00,14.8,7.8,63.05,0.0,0.0,,0.0,0.0,33.2,229.0,1018.2,90.0,,,
354,2004-02-04T18:00:00,14.8,7.8,62.7,0.0,0.0,,0.0,0.0,34.0,229.0,1018.2,90.0,,,
355,2004-02-04T19:00:00,14.5,8.4,66.98,0.0,0.0,,0.0,0.0,42.8,232.0,1018.6,86.4,,,
356,2004-02-04T20:00:00,14.0,10.1,77.46,0.0,0.0,,0.0,0.0,34.4,233.0,1018.6,90.0,,,
357,2004-02-04T21:00:00,13.8,10.1,78.73,0.0,0.0,,0.0,0.0,34.5,235.0,1018.6,92.4,,,
358,2004-02-04T22:00:00,13.3,10.4,82.57,0.0,0.0,,0.0,0.0,29.1,235.0,1018.6,94.8,,,
359,2004-02-04T23:00:00,13.1,10.4,83.73,0.0,0.0,,0.0,0.0,27.8,232.0,1019.6,97.2,,,
360,2004-02-05T00:00:00,12.6,10.7,88.4,0.0,0.0,,0.0,0.0,24.4,230.0,1019.6,97.2,,,
361,2004-02-05T01:00:00,12.3,10.9,91.2,0.0,0.0,,0.0,0.0,25.3,230.0,1019.0,95.8,,,
362,2004-02-05T02:00:00,12.3,10.8,90.61,0.0,0.0,,0.0,0.0,23.8,230.0,1020.0,93.8,,,
363,2004-02-05T03:00:00,12.2,10.8,91.25,0.0,0.0,,0.0,0.0,25.7,224.0,,92.3,,,
364,2004-02-05T04:00:00,11.9,10.6,91.87,,0.0,,0.0,0.0,21.6,227.0,1019.0,62.8,,,
365,2004-02-05T05:00:00,12.0,10.4,90.17,0.0,0.0,,0.0,0.0,21.4,236.0,1020.0,67.6,,,
366,2004-02-05T06:00:00,11.8,10.0,88.33,0.0,0.0,,0.0,0.0,22.4,236.0,1020.0,65.8,,,
367,2004-02-05T07:00:00,11.7,9.6,86.96,0.0,0.0,,0.0,0.0,23.2,225.0,1020.6,70.5,,,
368,2004-02-05T08:00:00,11.5,9.5,87.21,0.0,0.0,,0.0,0.0,22.2,228.0,1021.0,75.4,,,
369,2004-02-05T09:00:00,12.0,9.6,85.33,0.0,0.0,,0.0,0.0,23.0,232.0,1021.6,62.4,,,
370,2004-02-05T10:00:00,12.1,9.7,85.25,0.0,0.0,,0.0,0.0,22.1,235.0,1021.6,73.2,,,
371,2004-02-05T11:00:00,12.4,10.1,85.95,0.0,0.0,,0.0,0.0,20.3,229.0,1021.6,90.0,,,
372,2004-02-05T12:00:00,12.6,10.6,87.78,0.0,0.0,,0.0,0.0,16.5,227.0,1021.6,79.9,,,
373,2004-02-05T13:00:00,12.5,10.8,89.49,0.0,0.0,,0.0,0.0,17.6,229.0,1020.6,93.2,,,
374,2004-02-05T14:00:00,12.2,10.8,90.73,0.0,0.0,,0.0,0.0,16.5,228.0,1020.0,87.3,,,
375,2004-02-05T15:00:00,12.0,10.8,92.58,0.0,0.0,,0.0,0.0,17.2,221.0,1019.6,94.8,,,
376,2004-02-05T16:00:00,11.7,10.6,93.25,0.0,0.0,,0.0,0.0,17.1,226.0,1020.0,91.7,,,
377,2004-02-05T17:00:00,11.3,10.2,93.04,0.0,0.0,,0.0,0.0,16.5,232.0,1019.6,87.6,,,
378,2004-02-05T18:00:00,10.9,10.1,94.92,0.229,100.0,rain,0.0,0.0,17.4,237.0,1020.0,82.8,,,
379,2004-02-05T19:00:00,10.8,9.6,92.31,0.0,0.0,,0.0,0.0,16.5,242.0,1020.6,68.8,,,
380,2004-02-05T20:00:00,10.6,8.9,89.35,0.0,0.0,,0.0,0.0,20.0,247.0,1020.6,66.1,,,
381,2004-02-05T21:00:00,10.3,8.9,91.09,0.0,0.0,,0.0,0.0,19.9,247.0,1021.0,59.4,,,
382,2004-02-05T22:00:00,10.1,8.5,89.91,0.0,0.0,,0.0,0.0,15.4,232.0,1020.6,73.3,,,
383,2004-02-05T23:00:00,10.1,8.5,89.38,0.0,0.0,,0.0,0.0,17.9,212.0,1020.6,80.3,,,
384,2004-02-06T00:00:00,9.9,8.5,91.04,0.0,0.0,,0.0,0.0,18.2,215.0,1019.0,65.6,,,
385,2004-02-06T01:00:00,9.9,8.5,91.0,0.0,0.0,,0.0,0.0,18.3,217.0,1019.6,88.3,,,
386,2004-02-06T02:00:00,10.2,8.6,89.69,0.0,0.0,,0.0,0.0,19.3,223.0,1019.6,95.6,,,
387,2004-02-06T03:00:00,10.1,8.6,90.5,0.0,0.0,,0.0,0.0,19.8,220.0,1020.0,91.9,,,
388,2004-02-06T04:00:00,10.1,9.0,92.85,0.0,0.0,,0.0,0.0,18.8,213.0,1016.9,95.8,,,
389,2004-02-06T05:00:00,10.2,8.9,91.85,0.0,0.0,,0.0,0.0,16.0,206.0,1017.2,88.7,,,
390,2004-02-06T06:00:00,10.2,9.2,93.66,0.167,100.0,rain,0.0,0.0,14.0,200.0,1015.7,73.9,,,
391,2004-02-06T07:00:00,10.4,9.4,93.4,0.0,0.0,,0.0,0.0,16.5,196.0,1014.5,75.5,,,
392,2004-02-06T08:00:00,10.7,9.4,91.13,0.0,0.0,,0.0,0.0,27.1,208.0,1011.9,87.9,,,
393,2004-02-06T09:00:00,11.0,8.5,84.45,0.0,0.0,,0.0,0.0,28.9,228.0,1012.5,93.2,,,
394,2004-02-06T10:00:00,9.9,7.9,87.66,0.0,0.0,,0.0,0.0,24.0,260.0,1011.9,91.5,,,
395,2004-02-06T11:00:00,8.5,6.7,88.58,0.0,0.0,,0.0,0.0,19.9,299.0,1011.9,90.8,,,
396,2004-02-06T12:00:00,8.4,7.1,91.62,2.429,100.0,rain,0.0,0.0,12.2,303.0,1010.8,93.2,,,
397,2004-02-06T13:00:00,7.3,6.3,93.45,0.0,0.0,,0.0,0.0,5.1,316.0,1010.2,87.0,,,
398,2004-02-06T14:00:00,7.1,6.4,95.41,0.0,0.0,,0.0,0.0,7.0,327.0,1009.8,90.0,,,
399,2004-02-06T15:00:00,7.4,6.3,92.25,0.0,0.0,,0.0,0.0,8.3,271.0,1009.1,76.7,,,
400,2004-02-06T16:00:00,7.5,6.5,93.23,0.0,0.0,,0.0,0.0,10.1,248.0,1008.7,80.3,,,
401,2004-02-06T17:00:00,7.2,6.6,96.15,0.0,,,0.0,0.0,10.4,229.0,1007.1,79.8,,,
402,2004-02-06T18:00:00,7.4,6.6,94.91,0.823,100.0,rain,0.0,0.0,12.5,218.0,1007.7,73.6,,,
403,2004-02-06T19:00:00,7.8,6.9,93.78,0.0,0.0,,0.0,0.0,15.3,219.0,1007.3,86.8,,,
404,2004-02-06T20:00:00,8.2,6.6,89.65,0.0,0.0,,0.0,0.0,22.7,217.0,1006.3,61.9,,,
405,2004-02-06T21:00:00,7.8,5.8,86.93,0.0,0.0,,0.0,0.0,27.2,234.0,1005.7,44.1,,,
406,2004-02-06T22:00:00,7.7,4.7,81.68,0.0,0.0,,0.0,0.0,30.9,242.0,1006.3,27.5,,,
407,2004-02-06T23:00:00,7.3,4.6,82.6,0.0,0.0,,0.0,0.0,31.0,236.0,1005.7,52.5,,,
408,2004-02-07T00:00:00,7.5,4.0,78.47,1.772,100.0,rain,0.0,0.0,35.4,238.0,1005.3,42.4,,,
409,2004-02-07T01:00:00,7.2,2.6,72.62,0.0,0.0,,0.0,0.0,37.8,266.0,1006.1,74.5,,,
410,2004-02-07T02:00:00,6.1,2.6,78.05,0.0,0.0,,0.0,0.0,35.1,263.0,1006.5,47.8,,,
411,2004-02-07T03:00:00,6.0,1.6,73.72,0.0,0.0,,0.0,0.0,33.8,265.0,1008.1,69.5,,,
412,2004-02-07T04:00:00,5.7,2.0,77.1,0.0,0.0,,0.0,0.0,32.7,262.0,1009.1,16.8,,,
413,2004-02-07T05:00:00,5.9,2.0,76.33,0.0,0.0,,0.0,0.0,33.3,262.0,1009.8,36.5,,,
414,2004-02-07T06:00:00,6.1,1.6,72.8,0.0,0.0,,0.0,0.0,32.8,260.0,1010.6,10.0,,,
415,2004-02-07T07:00:00,6.1,1.5,72.37,,0.0,,0.0,0.0,24.8,272.0,1011.5,,,,
416,2004-02-07T08:00:00,6.2,1.6,72.68,0.0,0.0,,0.0,0.0,44.9,264.0,1012.5,73.9,,,
417,2004-02-07T09:00:00,6.4,2.1,74.09,0.0,0.0,,0.0,0.0,32.9,265.0,1012.9,90.0,,,
418,2004-02-07T10:00:00,7.2,2.2,70.83,0.0,0.0,,0.0,0.0,31.4,269.0,1013.9,,,,
419,2004-02-07T11:00:00,8.2,2.2,65.89,0.0,0.0,,0.0,0.0,34.2,274.0,1014.5,41.9,,,
420,2004-02-07T12:00:00,8.8,2.2,63.29,0.0,0.0,,0.0,0.0,35.7,271.0,1015.5,41.9,,,
421,2004-02-07T13:00:00,9.1,1.4,58.57,0.0,0.0,,0.0,0.0,33.1,269.0,1014.5,42.9,,,
422,2004-02-07T14:00:00,7.7,1.5,64.61,0.0,0.0,,0.0,0.0,31.2,276.0,1015.5,50.7,,,
423,2004-02-07T15:00:00,7.9,1.7,64.97,0.0,0.0,,0.0,0.0,29.2,262.0,1014.5,25.5,,,
424,2004-02-07T16:00:00,8.1,0.1,57.29,0.0,0.0,,0.0,0.0,33.1,270.0,1014.5,28.9,,,
425,2004-02-07T17:00:00,6.9,0.0,61.67,0.0,0.0,,0.0,0.0,31.5,267.0,1013.9,12.7,,,
426,2004-02-07T18:00:00,6.6,-1.0,58.41,0.167,100.0,rain,0.0,0.0,29.5,265.0,1014.5,20.2,,,
427,2004-02-07T19:00:00,5.9,-0.4,64.1,0.0,0.0,,0.0,0.0,29.7,264.0,1013.9,36.5,,,
428,2004-02-07T20:00:00,5.6,0.4,69.28,0.0,0.0,,,0.0,27.7,249.0,1013.1,33.4,,,
429,2004-02-07T21:00:00,5.3,0.7,72.09,0.0,0.0,,0.0,0.0,33.1,242.0,1012.1,27.8,,,
430,2004-02-07T22:00:00,5.7,0.7,70.22,0.0,0.0,,0.0,0.0,36.8,252.0,1011.2,51.1,,,
431,2004-02-07T23:00:00,6.0,1.2,71.05,0.0,0.0,,0.0,0.0,41.6,257.0,1010.1,52.8,,,
432,2004-02-08T00:00:00,2.9,0.9,86.69,2.0,100.0,rain,0.0,0.0,39.8,283.0,1010.2,57.4,,,
433,2004-02-08T01:00:00,2.7,,76.04,0.0,0.0,,0.0,,38.9,280.0,,10.0,,,
434,2004-02-08T02:00:00,3.3,-1.1,72.9,0.0,0.0,,0.0,0.0,43.2,273.5,0.0,21.0,0.0,0.0,0.0
435,2004-02-08T03:00:00,3.8,-1.2,69.85,0.0,0.0,,0.0,0.0,47.5,267.0,,31.9,,,
436,2004-02-08T04:00:00,4.4,-1.5,65.74,0.0,0.0,,0.0,0.0,48.1,274.0,1008.1,40.3,,,
437,2004-02-08T05:00:00,5.0,-1.4,63.55,0.0,0.0,,0.0,0.0,48.9,277.0,1009.1,81.7,,,
438,2004-02-08T06:00:00,5.1,-0.4,67.58,0.346,100.0,rain,0.0,0.0,47.9,276.0,1009.1,75.8,,,
439,2004-02-08T07:00:00,5.3,-0.1,68.52,0.0,0.0,,0.0,0.0,47.2,286.0,1010.2,67.5,,,
440,2004-02-08T08:00:00,5.4,1.5,75.91,0.0,0.0,,0.0,0.0,40.9,290.0,1011.9,73.9,,,
441,2004-02-08T09:00:00,5.9,1.4,72.53,0.0,0.0,,0.0,0.0,41.6,293.0,1013.5,72.2,,,
442,2004-02-08T10:00:00,6.5,0.2,63.97,0.0,0.0,,0.0,0.0,43.4,303.0,1014.9,83.4,,,
443,2004-02-08T11:00:00,6.3,-0.6,61.26,0.0,0.0,,0.0,0.0,39.0,310.0,1015.9,90.0,,,
444,2004-02-08T12:00:00,7.2,-0.8,56.89,0.876,100.0,rain,0.0,0.0,40.6,312.0,1018.0,60.8,,,
445,2004-02-08T13:00:00,7.4,-1.5,53.61,0.0,0.0,,0.0,0.0,39.6,318.0,1019.0,53.6,,,
446,2004-02-08T14:00:00,6.8,-2.1,53.02,0.0,0.0,,0.0,0.0,37.8,313.0,1020.0,47.7,,,
447,2004-02-08T15:00:00,6.0,-3.3,51.53,0.0,0.0,,0.0,0.0,34.7,327.0,1021.0,60.8,,,
448,2004-02-08T16:00:00,4.4,-2.8,59.78,0.0,0.0,,0.0,0.0,28.8,326.0,1022.4,81.3,,,
449,2004-02-08T17:00:00,4.7,-3.2,56.83,0.0,0.0,,0.0,0.0,29.8,326.0,1024.0,73.7,,,
450,2004-02-08T18:00:00,3.8,-4.6,54.33,0.0,0.0,,0.0,0.0,28.7,335.0,1025.1,28.5,,,
451,2004-02-08T19:00:00,3.0,-4.5,57.85,0.0,0.0,,0.0,0.0,26.5,330.0,1027.1,42.1,,,
452,2004-02-08T20:00:00,1.4,-6.0,57.92,0.0,0.0,,0.0,0.0,26.1,323.0,1028.1,,,,
453,2004-02-08T21:00:00,1.1,-6.5,57.0,0.0,0.0,,0.0,0.0,25.9,319.0,1029.1,,,,
454,2004-02-08T22:00:00,0.9,-6.3,58.66,0.0,0.0,,0.0,0.0,22.3,312.0,1030.1,,,,
